table,original_column,content,header,column_text,medium_label,long_label,translated_column,column_for_analysis
VBAP,PR_F_F,新旧 JIT 納入日程比較のプロファイル,新旧 JIT 納入日程比較,JIT 比較,JIT 納入日程比較,JIT 納入日程比較,Loading...,none
VBAP,PR_F_L,JIT 納入日程と予定納入日程の比較プロファイル,JIT 納入日程と予定納入日程の比較,JIT-Frcst,JITDS-FcstDS 比較,JITDS-FrcstDS 比較,Loading...,none
VBAP,PR_L_L,新旧の予定納入日程比較のプロファイル,新旧の予定納入日程比較,予定納入,予定納入日程比較,新旧予定納入日程比較,Loading...,none
VBAP,PSTYV,明細カテゴリ (販売伝票),明カ,明細 Cat.,明細カテゴリ,明細カテゴリ,Loading...,none
VBAP,PS_PSP_PNR,WBS 要素,WBS 要素,WBS 要素,WBS 要素,WBS 要素,Loading...,none
VBAP,REASON_CODE,出荷予定数量の変更理由,出荷予定数量の変更理由,理由,変更理由,出荷予定数量の変更理由,Loading...,none
VBAP,REQQTY_BU,受注依頼数量 (基本単位),受注依頼数量,依頼SO Qty,受注依頼数量,受注依頼数量,Loading...,none
VBAP,REVFP,利用可能在庫確認結果の転送規則,AR,Av.ch.rule,AvailCheck rule,利用可能在庫確認規則,Loading...,none
VBAP,RFGSA,全参照ステータス (明細),RS,全参照 Sts,全参照 Sts,全参照ステータス,Loading...,none
VBAP,RFM_PSST_GROUP,PSST グループ,PSST グループ,PSST Group,PSST グループ,PSST グループ,Loading...,none
VBAP,RFM_PSST_RULE,PSST グループ化規則,PSST グループ化規則,PSST G. R.,PSST グループ化規則,PSST グループ化規則,Loading...,none
VBAP,RFM_SCC_INDICATOR,シーズン完全性区分,シーズン完全性区分,Sea.Co区分,シーズン完全性区分,シーズン完全性区分,Loading...,none
VBAP,RFSTA,参照ステータス (明細),RS,参照Status,参照ステータス,参照ステータス,Loading...,none
VBAP,RKFKF,CO/PPC 発注に対する請求方法,BlMe.,請求方法,請求方法 CO/PPC,請求方法 CO/PPC,Loading...,none
VBAP,ROUTE,輸送経路,経路,輸送経路,輸送経路,輸送経路,Loading...,none
VBAP,SDSSTA,安全データシートステータス (明細),安全DataシートS,安全DatShS,安全DataシートStatus,安全データシートステータス,Loading...,none
VBAP,SERAIL,シリアル番号プロファイル,Profl.,Profile,シリアル番号Prf,シリアル番号 Profile,Loading...,none
VBAP,SERNR,BOM 展開番号,展開番号,BOM 展開No,BOM 展開番号,BOM 展開番号,Loading...,none
VBAP,SERVICE_DOC_ID,サービス伝票 ID,サービス伝票,Servc.伝票,サービス伝票,サービス伝票,Loading...,none
VBAP,SERVICE_DOC_ITEM_ID,サービス伝票明細 ID,サービス伝票明細,Sv伝票明細,サービス伝票明細,サービス伝票明細,Loading...,none
VBAP,SERVICE_DOC_TYPE,サービス伝票タイプ,サービス伝票タイプ,SrvDocType,サービス伝票タイプ,サービス伝票タイプ,Loading...,none
VBAP,SESSION_CREATION_DATE,レコード登録のセッション日付,セッション登録日付,日付,セッション登録日付,セッション登録日付,Loading...,none
VBAP,SESSION_CREATION_TIME,レコード登録のセッション時刻,セッション登録時刻,時刻,セッション登録時刻,セッション登録時刻,Loading...,none
VBAP,SGT_RCAT,所要量セグメント,所要量セグメント,所要量Seg.,所要量 Segment,所要量セグメント,Loading...,none
VBAP,SHKZG,返品明細,Ret,返品,返品,返品,Loading...,none
VBAP,SKOPF,品揃モジュール,モジュール,モジュール,モジュール,モジュール,Loading...,none
VBAP,SKTOF,現金割引フラグ,CDc,現金値引,現金値引,現金値引,Loading...,none
VBAP,SLCST,Watch List Screening ステータス (明細),WLS ステータス,WLS Status,WLS ステータス,Watch List Screeningステータス,Loading...,none
VBAP,SLOCTYPE,最初の在庫管理の場所タイプ,LocTyp,場所タイプ,場所タイプ,場所タイプ,Loading...,none
VBAP,SMENG,基本数量単位によるスケール数量,スケール数量,Scale 数量,スケール数量,スケール数量,Loading...,none
VBAP,SOBKZ,特殊在庫区分,S,特殊在庫,特殊在庫,特殊在庫,Loading...,none
VBAP,SOLUTION_ORDER_ID,ソリューションオーダ,ソリューションオーダ,Solnオーダ,ソリューションオーダ,ソリューションオーダ,Loading...,none
VBAP,SOLUTION_ORDER_ITM_ID,ソリューションオーダ明細,ソリューションオーダ明細,SolnOrdItm,Solution オーダ明細,ソリューションオーダ明細,Loading...,none
VBAP,SPART,製品部門,部,製品部門,製品部門,製品部門,Loading...,none
VBAP,SPART_ANA,製品部門,部,製品部門,製品部門,製品部門,Loading...,none
VBAP,SPOSN,BOM 明細番号,Item,明細,明細,明細番号,Loading...,none
VBAP,STADAT,統計日付,統計日付,統計日付,統計日付,統計日付,Loading...,none
VBAP,STAFO,統計更新の更新グループ,更新GP,更新 Group,更新グループ,更新グループ (統計),Loading...,none
VBAP,STCUR,統計用換算レート,換算レート,換算レート,換算レートStats,換算レートステータス,Loading...,none
VBAP,STDAT,部品表/配合表のキー日付,BOM キー日,BOM キー日,BOM キー日付,BOM キー日付,Loading...,none
VBAP,STKEY,元の部品表/配合表,OrBOM,元の BOM,元の BOM,元の BOM,Loading...,none
VBAP,STLKN,BOM 明細ノード番号,ノード,ノード,明細ノード,明細ノード,Loading...,none
VBAP,STLNR,部品表/配合表,BOM,BOM,BOM,部品表/配合表,Loading...,none
VBAP,STLTY,BOM カテゴリ,BOMCat,BOM Cat,BOM カテゴリ,BOM カテゴリ,Loading...,none
VBAP,STMAN,不整合システム設定,,不整合設定,不整合設定,不整合システム設定,Loading...,none
VBAP,STOCKLOC,最初の在庫管理場所,最初の在庫管理場所,Location,ロケーション,ロケーション,Loading...,none
VBAP,STPOS,部品表/配合表明細番号 VBAP は使用されません,部品表/配合表明細番号,BOM 明細No,BOM 明細番号,部品表/配合表明細番号,Loading...,none
VBAP,STPOZ,内部カウンタ,カウンタ,カウンタ,カウンタ,カウンタ,Loading...,none
VBAP,SUGRD,品目代替理由,理由,理由,理由,代替理由,Loading...,none
VBAP,SUMBD,所要量の合計,合計,所要量合計,所要量合計,所要量合計,Loading...,none
VBAP,TAXM1,品目の税分類,税分,税分類,税分類,税分類,Loading...,none
VBAP,TAXM2,品目の税分類,税分,税分類,税分類,税分類,Loading...,none
VBAP,TAXM3,品目の税分類,税分,税分類,税分類,税分類,Loading...,none
VBAP,TAXM4,品目の税分類,税分,税分類,税分類,税分類,Loading...,none
VBAP,TAXM5,品目の税分類,税分,税分類,税分類,税分類,Loading...,none
VBAP,TAXM6,品目の税分類,税分,税分類,税分類,税分類,Loading...,none
VBAP,TAXM7,品目の税分類,税分,税分類,税分類,税分類,Loading...,none
VBAP,TAXM8,品目の税分類,税分,税分類,税分類,税分類,Loading...,none
VBAP,TAXM9,品目の税分類,税分,税分類,税分類,税分類,Loading...,none
VBAP,TECHS,パラメータバリアント/標準バリアント,標準 Variant,StdVariant,標準バリアント,標準バリアント,Loading...,none
VBAP,TOTAL_LCCST,法令管理ステータス,法令管理 Status,法令管理,法令管理ステータス,法令管理ステータス,Loading...,none
VBAP,TRANSIT_PLANT,輸送プラント,輸送Plant,輸送Plant,輸送プラント,輸送プラント,Loading...,none
VBAP,TRMRISK_RELEVANT,販売管理のリスク関連性,Risk Rel.,Risk Rel.,リスク関連性,リスク関連性,Loading...,none
VBAP,UEBTK,許可された限度無過剰納入,U,無制限,限度無許容範囲,限度無許容範囲,Loading...,none
VBAP,UEBTO,過剰納入許容範囲,過剰納入許容,Over. Tol.,過剰納入許容,過剰納入許容範囲,Loading...,none
VBAP,UEPOS,BOM 構成の上位レベル明細,上位明,上位明細,上位レベル明細,上位レベル明細,Loading...,none
VBAP,UEPVW,上位レベル明細用途 ID,,Us.HLitem,上位明細の用途,上位明細の用途,Loading...,none
VBAP,UKONM,主明細の品目価格設定グループ,主明細 MPG,主明細 MPG,MnItem MatPrcGr,主明細品目価格 Grp,Loading...,none
VBAP,UMREF,変換係数: 数量,変換,変換,変換,変換,Loading...,none
VBAP,UMVKN,販売数量を在庫単位に換算する分母 (除数),分母,分母,分母,分母,Loading...,none
VBAP,UMVKZ,販売数量単位から基本数量単位への変換係数の分子,分子,分子,分子,分子,Loading...,none
VBAP,UMZIN,販売単位の基本単位への換算の係数 (目標数量),換算係数,換算係数,換算係数,換算係数,Loading...,none
VBAP,UMZIZ,販売単位の基本単位への換算の係数 (目標数量),換算係数,換算係数,換算係数,換算係数,Loading...,none
VBAP,UNTTO,不足納入許容範囲,Under.Tol.,Under.Tol.,不足納入許容,不足納入許容範囲,Loading...,none
VBAP,UPFLU,販売伝票伝票フローの更新区分,U,フロー更新,伝票フロー更新,伝票フロー更新,Loading...,none
VBAP,UPMAT,主明細の価格設定参照品目,主明細価格参照品目,主明細 PRM,主明細PrRefMatl,主明細価格参照品目,Loading...,none
VBAP,UVALL,未完了ステータス (明細),I,明細,明細,明細,Loading...,none
VBAP,UVFAK,請求不完全ステータス (明細),BI,請求明細,請求 - 明細,請求 - 明細,Loading...,none
VBAP,UVP01,得意先リザーブ 1: 明細ステータス,IR1,明細 Res1,明細リザーブ 1,明細リザーブ 1,Loading...,none
VBAP,UVP02,得意先リザーブ 2: 明細ステータス,IR2,明細 Res2,明細リザーブ 2,明細リザーブ 2,Loading...,none
VBAP,UVP03,得意先リザーブ 3: 明細ステータス,IR3,明細 Res3,明細リザーブ 3,明細リザーブ 3,Loading...,none
VBAP,UVP04,得意先リザーブ 4: 明細ステータス,IR4,明細 Res4,明細リザーブ 4,明細リザーブ 4,Loading...,none
VBAP,UVP05,得意先リザーブ 5: 明細ステータス,IR5,明細 Res5,明細リザーブ 5,明細リザーブ 5,Loading...,none
VBAP,UVPRS,価格設定不完全ステータス (明細),PI,Prcg 明細,価格設定 - 明細,価格設定 - 明細,Loading...,none
VBAP,UVVLK,出荷の未完了ステータス (明細),DI,出荷明細,出荷 - 明細,出荷 - 明細,Loading...,none
VBAP,VBEAF,固定出荷処理日数,FxdPrT,固定処理日,固定処理日数,固定出荷処理日数,Loading...,none
VBAP,VBEAV,可変出荷処理日数,VaPrTi,可変処理日,可変処理日数,可変出荷処理日数,Loading...,none
VBAP,VBELN,販売伝票,販売伝票,販売伝票,販売伝票,販売伝票,Loading...,none
VBAP,VBELV,開始伝票,開始伝票,開始伝票,開始伝票,開始伝票,Loading...,none
VBAP,VBKD_POSNR,販売伝票明細,明細,明細,販売伝票明細,販売伝票明細,Loading...,none
VBAP,VBTYP_ANA,販売管理伝票カテゴリ,伝票Categ.,伝票Categ.,伝票カテゴリ,販売管理伝票カテゴリ,Loading...,none
VBAP,VDATU_ANA,指定納期,指定納期,指定納期,指定納期,指定納期,Loading...,none
VBAP,VEDA_POSNR,販売伝票明細,明細,明細,販売伝票明細,販売伝票明細,Loading...,none
VBAP,VGBEL,参照伝票番号,参照伝票,参照伝票,参照伝票,参照伝票,Loading...,none
VBAP,VGPOS,参照明細番号,参照明,参照明細,参照明細,参照明細,Loading...,none
VBAP,VGREF,前伝票は参照登録されています,参照から生成された前伝票,参照前伝票,参照による前伝票,参照から生成された前伝票,Loading...,none
VBAP,VGTYP,先行 SD 伝票の伝票カテゴリ,PrCat,SD 伝票Cat,先行伝票 Categ.,先行伝票カテゴリ,Loading...,none
VBAP,VKAUS,用途区分,用途,用途,用途,用途,Loading...,none
VBAP,VKBUR_ANA,営業所,SOff.,営業所,営業所,営業所,Loading...,none
VBAP,VKGRP_ANA,営業グループ,SGrp,営業 Group,営業グループ,営業グループ,Loading...,none
VBAP,VKGRU,修理処理: 明細の分類,修理処理: 明細の分類,明細の分類,明細の分類,修理: 明細の分類,Loading...,none
VBAP,VKORG_ANA,販売組織,販組,販売組織,販売組織,販売組織,Loading...,none
VBAP,VLCENDCU,最終得意先 (中央取引先),最終得意先,最終得意先,最終得意先,最終得意先,Loading...,none
VBAP,VOLEH,容積単位,VUn,容積単位,容積単位,容積単位,Loading...,none
VBAP,VOLUM,明細の総数量,総数量,総数量,総数量,総数量,Loading...,none
VBAP,VOREF,参照完全区分,完参,完全参照,完全参照,完全参照,Loading...,none
VBAP,VPMAT,計画品目,計画品目,計画品目,計画品目,計画品目,Loading...,none
VBAP,VPWRK,計画プラント,PPlt,計画 Plant,計画プラント,計画プラント,Loading...,none
VBAP,VPZUO,割当区分,割当,割当区分,割当区分,割当区分,Loading...,none
VBAP,VRKME,販売単位,SU,販売単位,販売単位,販売単位,Loading...,none
VBAP,VSART_ANA,出荷タイプ,ST,出荷タイプ,出荷タイプ,出荷タイプ,Loading...,none
VBAP,VSBED_ANA,出荷条件,SC,出荷条件,出荷条件,出荷条件,Loading...,none
VBAP,VSTEL,出荷ポイント/入荷ポイント,出ポ,出荷 Point,出荷ポイント,出荷ポイント/入荷ポイント,Loading...,none
VBAP,VTWEG_ANA,流通チャネル,流チ,流通 Chan.,流通チャネル,流通チャネル,Loading...,none
VBAP,WAERK,販売伝票通貨,通貨,通貨,伝票通貨,伝票通貨,Loading...,none
VBAP,WAVWR,伝票通貨での原価,原価,原価,原価,原価,Loading...,none
VBAP,WBSTA,在庫移動ステータス (明細),GM,在庫移動,在庫移動 Status,在庫移動ステータス,Loading...,none
VBAP,WERKS,プラント (自社または外部),Plnt,プラント,プラント,プラント,Loading...,none
VBAP,WGRU1,品目グループ階層 1,MH1,品目 Gr.1,品目グループ 1,品目グループ 1,Loading...,none
VBAP,WGRU2,品目グループ階層 2,MH2,品目 GR. 2,品目グループ 2,品目グループ 2,Loading...,none
VBAP,WKTNR,金額契約番号,金額契約番号,金額契約No,金額契約番号,金額契約番号,Loading...,none
VBAP,WKTPS,金額契約明細,VC 明細,VC 明細,金額契約明細,金額契約明細,Loading...,none
VBAP,WRF_CHARSTC1,特性値 1,特性値 1,特性 1,特性 1,特性値 1,Loading...,none
VBAP,WRF_CHARSTC2,特性値 2,特性値 2,特性 2,特性 2,特性値 2,Loading...,none
VBAP,WRF_CHARSTC3,特性値 3,特性値 3,特性 3,特性 3,特性値 3,Loading...,none
VBAP,WTYSC_CLMITEM,請求明細番号,請求明細,Clm 明細,請求明細番号,請求明細番号,Loading...,none
VBAP,XCHAR,ロット管理区分 (内部),B,ロット管理,ロット管理区分,ロット管理,Loading...,none
VBAP,XCHPF,ロット管理必須区分,BMR,ロット管理,ロット管理区分,ロット管理,Loading...,none
VBAP,ZIEME,目標数量 UoM,UoM,目標単位,目標数量 UoM,目標数量 UoM,Loading...,none
VBAP,ZMENG,目標数量 (販売単位),目標数量,目標数量,目標数量,目標数量,Loading...,none
VBAP,ZSCHL_K,間接費キー,OH key,間接費キー,間接費キー,間接費キー,Loading...,none
VBAP,ZWERT,購買契約の目標額 (伝票通貨),目標額,目標額,目標額,購買契約目標額,Loading...,none
